UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5606,L52785,L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0
5608,M20467,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0
5610,M20469,M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0
5612,M20471,M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0
5616,M20475,M,303.0,312.2,1257,71.3,122,1,0,0,1,0,0
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0
5631,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0
5632,L52811,L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0
5646,M20505,M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0
5650,M20509,M,302.5,311.9,1414,51.6,205,0,0,0,0,0,0
5657,M20516,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0
5658,L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0
5659,M20518,M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0
5671,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0
5687,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0
5689,M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0
5694,M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0
5698,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0
5703,L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0
5704,H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0
5705,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0
5709,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0
5710,L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0
5712,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0
5719,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0
5725,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0
5728,M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0
5734,L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0
5746,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0
5749,M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0
5751,L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0
5753,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0
5766,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0
5776,L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0
5783,L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0
5796,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0
5797,L52976,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0
5799,L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0
5806,M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0
5814,L52993,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0
5817,L52996,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0
5819,L52998,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
5837,L53016,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0
5844,L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0
5856,M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0
5859,L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0
5884,L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0
5945,M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0
5985,H35398,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0
6014,L53193,L,300.7,310.8,1597,30.5,38,0,0,0,0,0,0
6029,L53208,L,300.6,310.9,1472,47.6,75,0,0,0,0,0,0
6032,L53211,L,300.6,310.7,1455,40.6,82,0,0,0,0,0,0
6034,L53213,L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0
6047,L53226,L,300.9,311.0,1316,56.5,120,0,0,0,0,0,0
6056,L53235,L,300.7,310.8,1475,42.0,147,0,0,0,0,0,0
6060,L53239,L,300.9,311.0,2235,15.8,156,0,0,0,0,0,0
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0
6066,L53245,L,301.0,310.9,1568,38.2,172,0,0,0,0,0,0
6069,M20928,M,301.0,310.9,2047,17.9,178,0,0,0,0,0,0
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0
6108,L53287,L,300.9,311.0,1438,49.0,61,0,0,0,0,0,0
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0
6120,L53299,L,300.9,311.1,1471,39.3,91,0,0,0,0,0,0
6121,M20980,M,300.9,311.2,1472,40.0,93,0,0,0,0,0,0
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0
6144,M21003,M,301.0,310.9,1575,34.6,150,0,0,0,0,0,0
6156,L53335,L,301.0,311.0,1634,31.2,182,0,0,0,0,0,0
6159,L53338,L,301.1,311.0,1677,29.1,188,0,0,0,0,0,0
6164,L53343,L,300.8,310.7,1358,48.1,198,0,0,0,0,0,0
6170,L53349,L,300.7,310.5,1448,38.2,218,0,0,0,0,0,0
6184,H35597,H,301.0,310.9,1495,37.3,21,0,0,0,0,0,0
6191,L53370,L,300.9,310.9,1749,26.4,40,0,0,0,0,0,0
6193,L53372,L,301.0,310.9,1428,45.3,47,0,0,0,0,0,0
6201,L53380,L,301.0,310.9,1679,29.8,64,0,0,0,0,0,0
6208,L53387,L,300.7,310.6,1447,40.7,82,0,0,0,0,0,0
6210,L53389,L,300.7,310.6,1407,40.5,87,0,0,0,0,0,0
6211,L53390,L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0
6219,H35632,H,301.0,310.6,1366,50.6,106,0,0,0,0,0,0
6224,M21083,M,301.1,310.9,1552,37.9,126,0,0,0,0,0,0
6238,L53417,L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0
6240,L53419,L,301.2,310.7,1644,31.6,166,0,0,0,0,0,0
6245,M21104,M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0
6246,L53425,L,300.9,310.4,1445,41.7,180,0,0,0,0,0,0
6270,M21129,M,300.9,310.5,1444,43.2,27,0,0,0,0,0,0
6277,L53456,L,301.2,310.8,1233,64.6,45,0,0,0,0,0,0
6281,M21140,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0
6284,L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0
6297,L53476,L,301.0,310.5,1429,39.4,98,0,0,0,0,0,0
6298,M21157,M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0
6303,L53482,L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0
6308,L53487,L,301.0,310.3,1617,34.5,126,0,0,0,0,0,0
6317,L53496,L,300.9,310.4,1544,36.0,148,0,0,0,0,0,0
6322,L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0
6323,M21182,M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0
6330,M21189,M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0
6334,M21193,M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0
6344,L53523,L,300.2,309.8,1827,23.0,6,0,0,0,0,0,0
6348,L53527,L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0
6358,L53537,L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0
6359,M21218,M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0
6361,L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0
6372,L53551,L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0
6375,L53554,L,300.0,309.5,1506,38.8,87,0,0,0,0,0,0
6379,L53558,L,300.0,309.6,1514,44.6,98,0,0,0,0,0,0
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0
6388,M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0
6389,H35802,H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0
6398,M21257,M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0
6405,M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0
6418,L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0
6419,H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0
6460,M21319,M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0
6463,H35876,H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0
6466,M21325,M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0
6467,L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0
6468,L53647,L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0
6477,L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0
6479,L53658,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0
6493,M21352,M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0
6494,L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0
6502,M21361,M,300.9,310.0,1600,36.0,204,0,0,0,0,0,0
6513,M21372,M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0
6516,L53695,L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0
6525,L53704,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0
6528,L53707,L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0
6530,L53709,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0
6538,M21397,M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0
6540,L53719,L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0
6543,L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0
6545,M21404,M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0
6563,M21422,M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0
6567,L53746,L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0
6569,L53748,L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0
6574,M21433,M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0
6586,M21445,M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0
6587,L53766,L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0
6588,M21447,M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0
6591,L53770,L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0
6598,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0
6599,L53778,L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0
6601,M21460,M,301.5,310.6,1424,47.0,26,0,0,0,0,0,0
6603,L53782,L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0
6609,M21468,M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0
6611,L53790,L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0
6614,L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0
6619,M21478,M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0
6624,M21483,M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0
6626,M21485,M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0
6632,M21491,M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0
6637,M21496,M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0
6640,L53819,L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0
6643,L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0
6646,M21505,M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0
6649,L53828,L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0
6662,M21521,M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0
6666,L53845,L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0
6667,L53846,L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0
6669,L53848,L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0
6671,L53850,L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0
6676,L53855,L,301.5,310.6,1579,28.0,220,0,0,0,0,0,0
6679,M21538,M,301.5,310.7,1336,65.6,0,1,0,0,1,0,0
6687,L53866,L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0
6689,L53868,L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0
6694,M21553,M,301.8,311.0,1756,26.7,33,0,0,0,0,0,0
6696,M21555,M,301.7,311.0,1311,55.8,39,0,0,0,0,0,0
6720,M21579,M,301.4,310.6,1431,40.6,101,0,0,0,0,0,0
6725,L53904,L,301.3,310.6,1560,36.8,113,0,0,0,0,0,0
6737,L53916,L,301.7,311.0,1527,42.2,144,0,0,0,0,0,0
6738,M21597,M,301.7,311.0,1537,33.5,146,0,0,0,0,0,0
6739,H36152,H,301.8,311.1,1463,50.1,149,0,0,0,0,0,0
6744,L53923,L,301.7,311.2,1418,38.0,166,0,0,0,0,0,0
6746,M21605,M,301.8,311.1,1395,44.6,171,0,0,0,0,0,0
6747,M21606,M,301.7,311.1,1578,40.5,174,0,0,0,0,0,0
6749,H36162,H,301.7,311.0,2016,19.3,180,0,0,0,0,0,0
6757,L53936,L,301.8,311.2,1840,26.6,202,0,0,0,0,0,0
6762,L53941,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0
6763,L53942,L,301.4,310.8,1362,53.2,4,0,0,0,0,0,0
6767,M21626,M,301.4,311.0,1427,43.2,13,0,0,0,0,0,0
6770,L53949,L,301.2,310.8,1392,52.6,23,0,0,0,0,0,0
6776,L53955,L,301.2,310.6,1670,30.0,40,0,0,0,0,0,0
6781,L53960,L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0
6787,L53966,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0
6801,M21660,M,301.1,310.6,1310,48.8,103,0,0,0,0,0,0
6802,L53981,L,301.1,310.7,1334,48.2,106,0,0,0,0,0,0
6805,L53984,L,301.0,310.6,1588,33.7,114,0,0,0,0,0,0
6807,L53986,L,301.1,310.8,1608,32.9,119,0,0,0,0,0,0
6808,L53987,L,301.0,310.8,1549,41.4,121,0,0,0,0,0,0
6809,L53988,L,301.0,310.7,1391,45.0,123,0,0,0,0,0,0
6823,M21682,M,300.9,310.6,1709,29.2,158,0,0,0,0,0,0
6825,L54004,L,300.9,310.7,1740,25.3,164,0,0,0,0,0,0
6826,L54005,L,301.0,310.9,1828,25.1,166,0,0,0,0,0,0
6827,L54006,L,301.0,310.9,1822,21.6,168,0,0,0,0,0,0
6829,L54008,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0
6830,H36243,H,300.9,310.9,1474,35.7,175,0,0,0,0,0,0
6861,L54040,L,301.1,311.2,1910,20.2,41,0,0,0,0,0,0
6863,M21722,M,301.1,311.2,1384,49.4,48,0,0,0,0,0,0
6866,L54045,L,301.1,311.4,1531,38.7,55,0,0,0,0,0,0
6872,L54051,L,301.0,311.3,1349,47.0,71,0,0,0,0,0,0
6881,M21740,M,300.9,311.3,1801,24.6,100,0,0,0,0,0,0
6882,L54061,L,301.0,311.4,1573,37.6,103,0,0,0,0,0,0
6886,L54065,L,300.8,311.2,1397,48.7,111,0,0,0,0,0,0
6887,M21746,M,300.8,311.3,1465,43.2,113,0,0,0,0,0,0
6892,L54071,L,300.9,311.5,1505,41.1,129,0,0,0,0,0,0
6893,L54072,L,301.0,311.6,1440,43.3,131,0,0,0,0,0,0
6896,M21755,M,301.0,311.6,1357,45.6,137,0,0,0,0,0,0
6904,M21763,M,301.0,311.6,1609,35.8,156,0,0,0,0,0,0
6908,L54087,L,300.9,311.3,1449,40.2,168,0,0,0,0,0,0
6912,L54091,L,300.8,311.1,1480,41.1,176,0,0,0,0,0,0
6914,L54093,L,300.8,311.2,1481,38.5,181,0,0,0,0,0,1
6919,L54098,L,301.0,311.5,1559,31.8,195,0,0,0,0,0,0
6924,L54103,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0
6926,M21785,M,301.1,311.6,1266,55.5,210,0,0,0,0,0,0
6933,L54112,L,300.8,311.4,1322,67.2,18,1,0,0,1,0,0
6937,L54116,L,300.6,311.1,1471,40.7,26,0,0,0,0,0,0
6939,L54118,L,300.7,311.2,1452,44.4,33,0,0,0,0,0,0
6948,M21807,M,300.7,311.3,1562,37.1,58,0,0,0,0,0,0
6950,M21809,M,300.7,311.2,1769,26.5,63,0,0,0,0,0,0
6955,M21814,M,300.8,311.2,1429,52.3,77,0,0,0,0,0,0
6958,L54137,L,300.7,311.1,1324,52.2,85,0,0,0,0,0,0
6961,L54140,L,300.7,311.0,1413,52.0,91,0,0,0,0,0,1
6963,M21822,M,300.7,311.1,1373,49.9,96,0,0,0,0,0,0
6967,L54146,L,300.7,311.0,1969,20.7,109,0,0,0,0,0,0
6968,M21827,M,300.8,311.2,1365,51.7,111,0,0,0,0,0,0
6973,L54152,L,300.7,311.0,1377,49.9,124,0,0,0,0,0,0
6978,L54157,L,300.7,311.1,2377,14.3,135,0,0,0,0,0,0
6984,M21843,M,300.7,311.0,1334,53.9,150,0,0,0,0,0,0
6988,L54167,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0
6990,M21849,M,300.7,311.1,1608,35.3,167,0,0,0,0,0,0
6992,L54171,L,300.8,311.1,1509,33.4,172,0,0,0,0,0,0
7005,L54184,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0
7019,M21878,M,300.7,310.7,1377,46.7,36,0,0,0,0,0,0
7030,L54209,L,300.6,310.6,1454,39.7,67,0,0,0,0,0,0
7031,L54210,L,300.7,310.8,1772,27.3,69,0,0,0,0,0,0
7046,M21905,M,300.7,310.6,1609,27.6,108,0,0,0,0,0,0
7055,H36468,H,300.7,310.5,1476,43.1,134,0,0,0,0,0,0
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0
7057,M21916,M,300.8,310.5,1409,50.6,141,0,0,0,0,0,0
7067,M21926,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0
7069,L54248,L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0
7076,L54255,L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0
7084,L54263,L,300.7,310.4,1416,61.8,209,1,0,0,1,1,0
7092,L54271,L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0
7094,H36507,H,300.7,310.3,1369,50.7,12,0,0,0,0,0,0
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0
7096,L54275,L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0
7108,H36521,H,300.9,310.5,1512,41.2,49,0,0,0,0,0,0
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0
7138,M21997,M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0
7165,M22024,M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0
7171,M22030,M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0
7203,L54382,L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0
7214,M22073,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0
7218,L54397,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0
7219,H36632,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0
7225,L54404,L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0
7229,H36642,H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0
7235,M22094,M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0
7330,M22189,M,299.9,310.4,1576,34.3,188,0,0,0,0,0,0
7333,M22192,M,299.8,310.3,1805,23.7,198,0,0,0,0,0,0
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0
7360,M22219,M,299.4,310.0,1512,43.2,47,0,0,0,0,0,0
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0
